ENSG00000204571	ENSG00000205869
ENSG00000166012	ENSG00000166012
ENSG00000118137	ENSG00000118137
ENSG00000178878	ENSG00000178878
ENSG00000197111	ENSG00000197111
ENSG00000197111	ENSG00000090097
ENSG00000197111	ENSG00000169564
ENSG00000197111	ENSG00000183570
ENSG00000175203	ENSG00000175203
ENSG00000139289	ENSG00000139289
ENSG00000136051	ENSG00000136051
ENSG00000111344	ENSG00000111344
ENSG00000111344	ENSG00000185989
ENSG00000111344	ENSG00000155903
ENSG00000111344	ENSG00000105808
ENSG00000111344	ENSG00000170667
ENSG00000122026	ENSG00000122026
ENSG00000136169	ENSG00000136169
ENSG00000134884	ENSG00000134884
ENSG00000100911	ENSG00000100911
ENSG00000100911	ENSG00000131467
ENSG00000100911	ENSG00000092010
ENSG00000100911	ENSG00000284916
ENSG00000197776	ENSG00000197776
ENSG00000197776	ENSG00000124702
ENSG00000197776	ENSG00000136933
ENSG00000042317	ENSG00000042317
ENSG00000166183	ENSG00000166183
ENSG00000104164	ENSG00000104164
ENSG00000178802	ENSG00000178802
ENSG00000177082	ENSG00000177082
ENSG00000167977	ENSG00000167977
ENSG00000072864	ENSG00000072864
ENSG00000072864	ENSG00000166579
ENSG00000103479	ENSG00000103479
ENSG00000135723	ENSG00000135723
ENSG00000186187	ENSG00000186187
ENSG00000186187	ENSG00000180233
ENSG00000167526	ENSG00000167526
ENSG00000141503	ENSG00000141503
ENSG00000141503	ENSG00000154310
ENSG00000129245	ENSG00000129245
ENSG00000129245	ENSG00000102081
ENSG00000129245	ENSG00000114416
ENSG00000198242	ENSG00000198242
ENSG00000159202	ENSG00000159202
ENSG00000170832	ENSG00000170832
ENSG00000182446	ENSG00000182446
ENSG00000154839	ENSG00000154839
ENSG00000183186	ENSG00000183186
ENSG00000060566	ENSG00000060566
ENSG00000130813	ENSG00000130813
ENSG00000105122	ENSG00000105122
ENSG00000069399	ENSG00000069399
ENSG00000105499	ENSG00000105499
ENSG00000105499	ENSG00000116711
ENSG00000105499	ENSG00000243708
ENSG00000105499	ENSG00000188089
ENSG00000105499	ENSG00000159337
ENSG00000105499	ENSG00000168907
ENSG00000105568	ENSG00000105568
ENSG00000105568	ENSG00000119698
ENSG00000084774	ENSG00000084774
ENSG00000250565	ENSG00000250565
ENSG00000250565	ENSG00000131100
ENSG00000169621	ENSG00000169621
ENSG00000152284	ENSG00000152284
ENSG00000153094	ENSG00000153094
ENSG00000116044	ENSG00000116044
ENSG00000116044	ENSG00000082641
ENSG00000115657	ENSG00000115657
ENSG00000101421	ENSG00000101421
ENSG00000101421	ENSG00000254505
ENSG00000101421	ENSG00000164695
ENSG00000124102	ENSG00000124102
ENSG00000130699	ENSG00000130699
ENSG00000186980	ENSG00000186980
ENSG00000070010	ENSG00000070010
ENSG00000100142	ENSG00000100142
ENSG00000100243	ENSG00000100243
ENSG00000144554	ENSG00000144554
ENSG00000160360	ENSG00000160360
ENSG00000274221	ENSG00000274221
ENSG00000205542	ENSG00000205542
ENSG00000205542	ENSG00000154620
ENSG00000102316	ENSG00000102316
ENSG00000094841	ENSG00000094841
ENSG00000213397	ENSG00000213397
ENSG00000285250	ENSG00000285250
ENSG00000285250	ENSG00000175806
ENSG00000177674	ENSG00000177674
ENSG00000088280	ENSG00000088280
ENSG00000088280	ENSG00000153317
ENSG00000065978	ENSG00000065978
ENSG00000065978	ENSG00000060138
ENSG00000116133	ENSG00000116133
ENSG00000137975	ENSG00000137975
ENSG00000265241	ENSG00000265241
ENSG00000163207	ENSG00000163207
ENSG00000160753	ENSG00000160753
ENSG00000118217	ENSG00000118217
ENSG00000116698	ENSG00000116698
ENSG00000143845	ENSG00000143845
ENSG00000143845	ENSG00000139163
ENSG00000143845	ENSG00000100288
ENSG00000143845	ENSG00000110721
ENSG00000143751	ENSG00000143751
ENSG00000152463	ENSG00000152463
ENSG00000119912	ENSG00000119912
ENSG00000119912	ENSG00000078618
ENSG00000151929	ENSG00000151929
ENSG00000239920	ENSG00000239920
ENSG00000070081	ENSG00000070081
ENSG00000019485	ENSG00000019485
ENSG00000167994	ENSG00000167994
ENSG00000167994	ENSG00000127328
ENSG00000146670	ENSG00000146670
ENSG00000110237	ENSG00000110237
ENSG00000196655	ENSG00000196655
ENSG00000010292	ENSG00000010292
ENSG00000139144	ENSG00000139144
ENSG00000139144	ENSG00000011405
ENSG00000139144	ENSG00000133056
ENSG00000177119	ENSG00000177119
ENSG00000177119	ENSG00000146205
ENSG00000123338	ENSG00000123338
ENSG00000123338	ENSG00000061676
ENSG00000166896	ENSG00000166896
ENSG00000150991	ENSG00000150991
ENSG00000139618	ENSG00000139618
ENSG00000136305	ENSG00000136305
ENSG00000136305	ENSG00000176194
ENSG00000136305	ENSG00000187288
ENSG00000100554	ENSG00000100554
ENSG00000100605	ENSG00000100605
ENSG00000182979	ENSG00000182979
ENSG00000183578	ENSG00000183578
ENSG00000169758	ENSG00000169758
ENSG00000166819	ENSG00000166819
ENSG00000188827	ENSG00000188827
ENSG00000058600	ENSG00000058600
ENSG00000167264	ENSG00000167264
ENSG00000166455	ENSG00000166455
ENSG00000091592	ENSG00000091592
ENSG00000176390	ENSG00000176390
ENSG00000173805	ENSG00000173805
ENSG00000108854	ENSG00000108854
ENSG00000108854	ENSG00000198742
ENSG00000108854	ENSG00000123124
ENSG00000108854	ENSG00000078747
ENSG00000108854	ENSG00000198373
ENSG00000108854	ENSG00000069869
ENSG00000108854	ENSG00000049759
ENSG00000175931	ENSG00000175931
ENSG00000167088	ENSG00000167088
ENSG00000167088	ENSG00000100028
ENSG00000081923	ENSG00000081923
ENSG00000127666	ENSG00000127666
ENSG00000104884	ENSG00000104884
ENSG00000087074	ENSG00000087074
ENSG00000115306	ENSG00000115306
ENSG00000115306	ENSG00000173898
ENSG00000115306	ENSG00000070182
ENSG00000115306	ENSG00000160460
ENSG00000121064	ENSG00000121064
ENSG00000183077	ENSG00000183077
ENSG00000088247	ENSG00000088247
ENSG00000105640	ENSG00000105640
ENSG00000105220	ENSG00000105220
ENSG00000142541	ENSG00000142541
ENSG00000173960	ENSG00000173960
ENSG00000173960	ENSG00000215114
ENSG00000173960	ENSG00000088833
ENSG00000055332	ENSG00000055332
ENSG00000144034	ENSG00000144034
ENSG00000115514	ENSG00000115514
ENSG00000153827	ENSG00000153827
ENSG00000115677	ENSG00000115677
ENSG00000132664	ENSG00000132664
ENSG00000149646	ENSG00000149646
ENSG00000157617	ENSG00000157617
ENSG00000187175	ENSG00000187175
ENSG00000187175	ENSG00000221864
ENSG00000187175	ENSG00000212933
ENSG00000187175	ENSG00000205439
ENSG00000240972	ENSG00000240972
ENSG00000100359	ENSG00000100359
ENSG00000131373	ENSG00000131373
ENSG00000244607	ENSG00000244607
ENSG00000173402	ENSG00000173402
ENSG00000144824	ENSG00000144824
ENSG00000114626	ENSG00000114626
ENSG00000114127	ENSG00000114127
ENSG00000114757	ENSG00000114757
ENSG00000075711	ENSG00000075711
ENSG00000075711	ENSG00000082458
ENSG00000075711	ENSG00000132535
ENSG00000075711	ENSG00000150672
ENSG00000154277	ENSG00000154277
ENSG00000154277	ENSG00000118939
ENSG00000154277	ENSG00000116750
ENSG00000039560	ENSG00000039560
ENSG00000039560	ENSG00000137831
ENSG00000172062	ENSG00000172062
ENSG00000164292	ENSG00000164292
ENSG00000164292	ENSG00000072422
ENSG00000164292	ENSG00000008853
ENSG00000113580	ENSG00000113580
ENSG00000038274	ENSG00000038274
ENSG00000183718	ENSG00000183718
ENSG00000112304	ENSG00000112304
ENSG00000204420	ENSG00000204420
ENSG00000204420	ENSG00000228090
ENSG00000204420	ENSG00000206396
ENSG00000137200	ENSG00000137200
ENSG00000132424	ENSG00000132424
ENSG00000112306	ENSG00000112306
ENSG00000049618	ENSG00000049618
ENSG00000122512	ENSG00000122512
ENSG00000154678	ENSG00000154678
ENSG00000154678	ENSG00000123360
ENSG00000154678	ENSG00000115252
ENSG00000126522	ENSG00000126522
ENSG00000004766	ENSG00000004766
ENSG00000105821	ENSG00000105821
ENSG00000128585	ENSG00000128585
ENSG00000078674	ENSG00000078674
ENSG00000104687	ENSG00000104687
ENSG00000104687	ENSG00000184470
ENSG00000104687	ENSG00000197763
ENSG00000104687	ENSG00000198431
ENSG00000181690	ENSG00000181690
ENSG00000085719	ENSG00000085719
ENSG00000085719	ENSG00000214078
ENSG00000156795	ENSG00000156795
ENSG00000147799	ENSG00000147799
ENSG00000213930	ENSG00000213930
ENSG00000156017	ENSG00000156017
ENSG00000159069	ENSG00000159069
ENSG00000277656	ENSG00000277656
ENSG00000277656	ENSG00000133433
ENSG00000078061	ENSG00000078061
ENSG00000078061	ENSG00000157764
ENSG00000078061	ENSG00000132155
ENSG00000078061	ENSG00000141068
ENSG00000078061	ENSG00000171435
ENSG00000131089	ENSG00000131089
ENSG00000131089	ENSG00000136002
ENSG00000131089	ENSG00000163947
ENSG00000131089	ENSG00000173848
ENSG00000241343	ENSG00000241343
ENSG00000241343	ENSG00000165502
ENSG00000241343	ENSG00000257529
ENSG00000007350	ENSG00000007350
ENSG00000007350	ENSG00000163931
ENSG00000288485	ENSG00000288485
ENSG00000288485	ENSG00000170291
ENSG00000215788	ENSG00000215788
ENSG00000020633	ENSG00000020633
ENSG00000020633	ENSG00000124813
ENSG00000126088	ENSG00000126088
ENSG00000188976	ENSG00000188976
ENSG00000162482	ENSG00000162482
ENSG00000162482	ENSG00000053371
ENSG00000162482	ENSG00000069424
ENSG00000162482	ENSG00000169282
ENSG00000158195	ENSG00000158195
ENSG00000196182	ENSG00000196182
ENSG00000033122	ENSG00000033122
ENSG00000079335	ENSG00000079335
ENSG00000159352	ENSG00000159352
ENSG00000158710	ENSG00000158710
ENSG00000118194	ENSG00000118194
ENSG00000118194	ENSG00000130595
ENSG00000118194	ENSG00000105048
ENSG00000118194	ENSG00000288250
ENSG00000117697	ENSG00000117697
ENSG00000135766	ENSG00000135766
ENSG00000107968	ENSG00000107968
ENSG00000155256	ENSG00000155256
ENSG00000108010	ENSG00000108010
ENSG00000184937	ENSG00000184937
ENSG00000168439	ENSG00000168439
ENSG00000172893	ENSG00000172893
ENSG00000073921	ENSG00000073921
ENSG00000043039	ENSG00000043039
ENSG00000161813	ENSG00000161813
ENSG00000161813	ENSG00000107929
ENSG00000166226	ENSG00000166226
ENSG00000166226	ENSG00000198445
ENSG00000166226	ENSG00000125863
ENSG00000166226	ENSG00000132141
ENSG00000166226	ENSG00000146731
ENSG00000166226	ENSG00000115484
ENSG00000166226	ENSG00000135624
ENSG00000166226	ENSG00000150753
ENSG00000166226	ENSG00000163468
ENSG00000166226	ENSG00000120438
ENSG00000166226	ENSG00000156261
ENSG00000166226	ENSG00000144381
ENSG00000179295	ENSG00000179295
ENSG00000179295	ENSG00000111679
ENSG00000182957	ENSG00000182957
ENSG00000136167	ENSG00000136167
ENSG00000136167	ENSG00000102024
ENSG00000088387	ENSG00000088387
ENSG00000182400	ENSG00000182400
ENSG00000182400	ENSG00000007255
ENSG00000198894	ENSG00000198894
ENSG00000104133	ENSG00000104133
ENSG00000103642	ENSG00000103642
ENSG00000140463	ENSG00000140463
ENSG00000182774	ENSG00000182774
ENSG00000161981	ENSG00000161981
ENSG00000103197	ENSG00000103197
ENSG00000175643	ENSG00000175643
ENSG00000183336	ENSG00000183336
ENSG00000196470	ENSG00000196470
ENSG00000196470	ENSG00000181788
ENSG00000166747	ENSG00000166747
ENSG00000166747	ENSG00000183020
ENSG00000166747	ENSG00000196961
ENSG00000167508	ENSG00000167508
ENSG00000132522	ENSG00000132522
ENSG00000108298	ENSG00000108298
ENSG00000212900	ENSG00000212900
ENSG00000212900	ENSG00000212901
ENSG00000212900	ENSG00000212899
ENSG00000126581	ENSG00000126581
ENSG00000182628	ENSG00000182628
ENSG00000125457	ENSG00000125457
ENSG00000141564	ENSG00000141564
ENSG00000152240	ENSG00000152240
ENSG00000105298	ENSG00000105298
ENSG00000123143	ENSG00000123143
ENSG00000123143	ENSG00000065243
ENSG00000105700	ENSG00000105700
ENSG00000167635	ENSG00000167635
ENSG00000167635	ENSG00000254004
ENSG00000167635	ENSG00000181315
ENSG00000167635	ENSG00000171817
ENSG00000167635	ENSG00000198464
ENSG00000167635	ENSG00000105497
ENSG00000167635	ENSG00000169131
ENSG00000167635	ENSG00000125945
ENSG00000167635	ENSG00000177932
ENSG00000167635	ENSG00000196378
ENSG00000105402	ENSG00000105402
ENSG00000119185	ENSG00000119185
ENSG00000213699	ENSG00000213699
ENSG00000115839	ENSG00000115839
ENSG00000091436	ENSG00000091436
ENSG00000163535	ENSG00000163535
ENSG00000144580	ENSG00000144580
ENSG00000115488	ENSG00000115488
ENSG00000156265	ENSG00000156265
ENSG00000142168	ENSG00000142168
ENSG00000100209	ENSG00000100209
ENSG00000100227	ENSG00000100227
ENSG00000163719	ENSG00000163719
ENSG00000151093	ENSG00000151093
ENSG00000163634	ENSG00000163634
ENSG00000113924	ENSG00000113924
ENSG00000163913	ENSG00000163913
ENSG00000175166	ENSG00000175166
ENSG00000163950	ENSG00000163950
ENSG00000071127	ENSG00000071127
ENSG00000071127	ENSG00000066629
ENSG00000128059	ENSG00000128059
ENSG00000163629	ENSG00000163629
ENSG00000112964	ENSG00000112964
ENSG00000152359	ENSG00000152359
ENSG00000164211	ENSG00000164211
ENSG00000164211	ENSG00000172345
ENSG00000146013	ENSG00000146013
ENSG00000164587	ENSG00000164587
ENSG00000164463	ENSG00000164463
ENSG00000198721	ENSG00000198721
ENSG00000124635	ENSG00000124635
ENSG00000124635	ENSG00000234289
ENSG00000124635	ENSG00000197903
ENSG00000124635	ENSG00000185130
ENSG00000124635	ENSG00000273703
ENSG00000124635	ENSG00000233822
ENSG00000124635	ENSG00000274641
ENSG00000124635	ENSG00000203814
ENSG00000124635	ENSG00000184678
ENSG00000124635	ENSG00000196890
ENSG00000124635	ENSG00000276410
ENSG00000124635	ENSG00000180596
ENSG00000124635	ENSG00000158373
ENSG00000124635	ENSG00000275713
ENSG00000124713	ENSG00000124713
ENSG00000079841	ENSG00000079841
ENSG00000164485	ENSG00000164485
ENSG00000112541	ENSG00000112541
ENSG00000112541	ENSG00000128655
ENSG00000112541	ENSG00000138735
ENSG00000112541	ENSG00000186642
ENSG00000105866	ENSG00000105866
ENSG00000106683	ENSG00000106683
ENSG00000185467	ENSG00000185467
ENSG00000185467	ENSG00000114030
ENSG00000185467	ENSG00000196911
ENSG00000185467	ENSG00000186432
ENSG00000185467	ENSG00000102753
ENSG00000185467	ENSG00000182481
ENSG00000080802	ENSG00000080802
ENSG00000164690	ENSG00000164690
ENSG00000120896	ENSG00000120896
ENSG00000120896	ENSG00000095637
ENSG00000156735	ENSG00000156735
ENSG00000066855	ENSG00000066855
ENSG00000156482	ENSG00000156482
ENSG00000167632	ENSG00000167632
ENSG00000044459	ENSG00000044459
ENSG00000070610	ENSG00000070610
ENSG00000101997	ENSG00000101997
ENSG00000133138	ENSG00000133138
ENSG00000134588	ENSG00000134588
ENSG00000134588	ENSG00000077254
ENSG00000134588	ENSG00000136878
ENSG00000134588	ENSG00000131864
ENSG00000134588	ENSG00000135913
ENSG00000171608	ENSG00000171608
ENSG00000171608	ENSG00000051382
ENSG00000171608	ENSG00000121879
ENSG00000171608	ENSG00000105851
ENSG00000163877	ENSG00000163877
ENSG00000186094	ENSG00000186094
ENSG00000116761	ENSG00000116761
ENSG00000162694	ENSG00000162694
ENSG00000009307	ENSG00000009307
ENSG00000143373	ENSG00000143373
ENSG00000162734	ENSG00000162734
ENSG00000120334	ENSG00000120334
ENSG00000183621	ENSG00000183621
ENSG00000156515	ENSG00000156515
ENSG00000156515	ENSG00000159399
ENSG00000156515	ENSG00000156510
ENSG00000156515	ENSG00000160883
ENSG00000026103	ENSG00000026103
ENSG00000107521	ENSG00000107521
ENSG00000150593	ENSG00000150593
ENSG00000133812	ENSG00000133812
ENSG00000133812	ENSG00000100241
ENSG00000149100	ENSG00000149100
ENSG00000172409	ENSG00000172409
ENSG00000174791	ENSG00000174791
ENSG00000174791	ENSG00000132669
ENSG00000174791	ENSG00000100599
ENSG00000172890	ENSG00000172890
ENSG00000074266	ENSG00000074266
ENSG00000086827	ENSG00000086827
ENSG00000139083	ENSG00000139083
ENSG00000139083	ENSG00000157557
ENSG00000170456	ENSG00000170456
ENSG00000170456	ENSG00000184014
ENSG00000135457	ENSG00000135457
ENSG00000135457	ENSG00000153560
ENSG00000063046	ENSG00000063046
ENSG00000185482	ENSG00000185482
ENSG00000185482	ENSG00000144681
ENSG00000185482	ENSG00000141750
ENSG00000089169	ENSG00000089169
ENSG00000158104	ENSG00000158104
ENSG00000102699	ENSG00000102699
ENSG00000139684	ENSG00000139684
ENSG00000259431	ENSG00000259431
ENSG00000100614	ENSG00000100614
ENSG00000100614	ENSG00000285542
ENSG00000100614	ENSG00000138032
ENSG00000100614	ENSG00000213889
ENSG00000100614	ENSG00000132323
ENSG00000165553	ENSG00000165553
ENSG00000166710	ENSG00000166710
ENSG00000140464	ENSG00000140464
ENSG00000214575	ENSG00000214575
ENSG00000214575	ENSG00000277445
ENSG00000103152	ENSG00000103152
ENSG00000205423	ENSG00000205423
ENSG00000182149	ENSG00000182149
ENSG00000174177	ENSG00000174177
ENSG00000174292	ENSG00000174292
ENSG00000006695	ENSG00000006695
ENSG00000167447	ENSG00000167447
ENSG00000176108	ENSG00000176108
ENSG00000101745	ENSG00000101745
ENSG00000101745	ENSG00000167522
ENSG00000131196	ENSG00000131196
ENSG00000131196	ENSG00000100968
ENSG00000131196	ENSG00000285485
ENSG00000131196	ENSG00000072736
ENSG00000131196	ENSG00000101096
ENSG00000233927	ENSG00000233927
ENSG00000123159	ENSG00000123159
ENSG00000268643	ENSG00000268643
ENSG00000161677	ENSG00000161677
ENSG00000161677	ENSG00000100221
ENSG00000151694	ENSG00000151694
ENSG00000115163	ENSG00000115163
ENSG00000005436	ENSG00000005436
ENSG00000005436	ENSG00000159086
ENSG00000135968	ENSG00000135968
ENSG00000144224	ENSG00000144224
ENSG00000144354	ENSG00000144354
ENSG00000144354	ENSG00000164649
ENSG00000115556	ENSG00000115556
ENSG00000115556	ENSG00000187091
ENSG00000115556	ENSG00000161714
ENSG00000115556	ENSG00000182621
ENSG00000115556	ENSG00000149782
ENSG00000115556	ENSG00000137841
ENSG00000115556	ENSG00000139151
ENSG00000115556	ENSG00000101333
ENSG00000115556	ENSG00000197943
ENSG00000115556	ENSG00000124181
ENSG00000125835	ENSG00000125835
ENSG00000156273	ENSG00000156273
ENSG00000156273	ENSG00000112182
ENSG00000159055	ENSG00000159055
ENSG00000160208	ENSG00000160208
ENSG00000100083	ENSG00000100083
ENSG00000100418	ENSG00000100418
ENSG00000163635	ENSG00000163635
ENSG00000153767	ENSG00000153767
ENSG00000172765	ENSG00000172765
ENSG00000152601	ENSG00000152601
ENSG00000013810	ENSG00000013810
ENSG00000048342	ENSG00000048342
ENSG00000128050	ENSG00000128050
ENSG00000138660	ENSG00000138660
ENSG00000112972	ENSG00000112972
ENSG00000158402	ENSG00000158402
ENSG00000158402	ENSG00000164045
ENSG00000158402	ENSG00000101224
ENSG00000171992	ENSG00000171992
ENSG00000214113	ENSG00000214113
ENSG00000124587	ENSG00000124587
ENSG00000164430	ENSG00000164430
ENSG00000162607	ENSG00000162607
ENSG00000122406	ENSG00000122406
ENSG00000064703	ENSG00000064703
ENSG00000117360	ENSG00000117360
ENSG00000143199	ENSG00000143199
ENSG00000168283	ENSG00000168283
ENSG00000168283	ENSG00000269897
ENSG00000148606	ENSG00000148606
ENSG00000213390	ENSG00000213390
ENSG00000076685	ENSG00000076685
ENSG00000203791	ENSG00000203791
ENSG00000078902	ENSG00000078902
ENSG00000170955	ENSG00000170955
ENSG00000074319	ENSG00000074319
ENSG00000162191	ENSG00000162191
ENSG00000213445	ENSG00000213445
ENSG00000137474	ENSG00000137474
ENSG00000154146	ENSG00000154146
ENSG00000010626	ENSG00000010626
ENSG00000060982	ENSG00000060982
ENSG00000139344	ENSG00000139344
ENSG00000089157	ENSG00000089157
ENSG00000121741	ENSG00000121741
ENSG00000102805	ENSG00000102805
ENSG00000100462	ENSG00000100462
ENSG00000129521	ENSG00000129521
ENSG00000126775	ENSG00000126775
ENSG00000198690	ENSG00000198690
ENSG00000140326	ENSG00000140326
ENSG00000198901	ENSG00000198901
ENSG00000153446	ENSG00000153446
ENSG00000169180	ENSG00000169180
ENSG00000169900	ENSG00000169900
ENSG00000140854	ENSG00000140854
ENSG00000140950	ENSG00000140950
ENSG00000167721	ENSG00000167721
ENSG00000258315	ENSG00000258315
ENSG00000258315	ENSG00000161939
ENSG00000092871	ENSG00000092871
ENSG00000092871	ENSG00000170633
ENSG00000141279	ENSG00000141279
ENSG00000141279	ENSG00000164307
ENSG00000141279	ENSG00000113441
ENSG00000121057	ENSG00000121057
ENSG00000108946	ENSG00000108946
ENSG00000108946	ENSG00000188191
ENSG00000108946	ENSG00000114302
ENSG00000108946	ENSG00000005249
ENSG00000089685	ENSG00000089685
ENSG00000101574	ENSG00000101574
ENSG00000134757	ENSG00000134757
ENSG00000134757	ENSG00000134760
ENSG00000007080	ENSG00000007080
ENSG00000089351	ENSG00000089351
ENSG00000011485	ENSG00000011485
ENSG00000142534	ENSG00000142534
ENSG00000173163	ENSG00000173163
ENSG00000124356	ENSG00000124356
ENSG00000124356	ENSG00000138134
ENSG00000158417	ENSG00000158417
ENSG00000144231	ENSG00000144231
ENSG00000115419	ENSG00000115419
ENSG00000088367	ENSG00000088367
ENSG00000088367	ENSG00000159023
ENSG00000088367	ENSG00000079819
ENSG00000088367	ENSG00000082397
ENSG00000280433	ENSG00000280433
ENSG00000173276	ENSG00000173276
ENSG00000140284	ENSG00000140284
ENSG00000169371	ENSG00000169371
ENSG00000273540	ENSG00000273540
ENSG00000273540	ENSG00000135049
ENSG00000090565	ENSG00000090565
ENSG00000008517	ENSG00000008517
ENSG00000103540	ENSG00000103540
ENSG00000102879	ENSG00000102879
ENSG00000102879	ENSG00000172725
ENSG00000198848	ENSG00000198848
ENSG00000198848	ENSG00000262243
ENSG00000198848	ENSG00000172828
ENSG00000168286	ENSG00000168286
ENSG00000166848	ENSG00000166848
ENSG00000179409	ENSG00000179409
ENSG00000108559	ENSG00000108559
ENSG00000170043	ENSG00000170043
ENSG00000160551	ENSG00000160551
ENSG00000160551	ENSG00000149930
ENSG00000161405	ENSG00000161405
ENSG00000064300	ENSG00000064300
ENSG00000141552	ENSG00000141552
ENSG00000141552	ENSG00000114125
ENSG00000141552	ENSG00000100387
ENSG00000175354	ENSG00000175354
ENSG00000175354	ENSG00000196396
ENSG00000187323	ENSG00000187323
ENSG00000196415	ENSG00000196415
ENSG00000196415	ENSG00000167754
ENSG00000196415	ENSG00000100453
ENSG00000196415	ENSG00000184647
ENSG00000196415	ENSG00000142615
ENSG00000167676	ENSG00000167676
ENSG00000254901	ENSG00000254901
ENSG00000007047	ENSG00000007047
ENSG00000007047	ENSG00000075413
ENSG00000170889	ENSG00000170889
ENSG00000084734	ENSG00000084734
ENSG00000138081	ENSG00000138081
ENSG00000115977	ENSG00000115977
ENSG00000169607	ENSG00000169607
ENSG00000183091	ENSG00000183091
ENSG00000180228	ENSG00000180228
ENSG00000180228	ENSG00000139546
ENSG00000116030	ENSG00000116030
ENSG00000123992	ENSG00000123992
ENSG00000125772	ENSG00000125772
ENSG00000101473	ENSG00000101473
ENSG00000130706	ENSG00000130706
ENSG00000159231	ENSG00000159231
ENSG00000159231	ENSG00000159228
ENSG00000099904	ENSG00000099904
ENSG00000100341	ENSG00000100341
ENSG00000100341	ENSG00000177666
ENSG00000170248	ENSG00000170248
ENSG00000010256	ENSG00000010256
ENSG00000168237	ENSG00000168237
ENSG00000163840	ENSG00000163840
ENSG00000127241	ENSG00000127241
ENSG00000109758	ENSG00000109758
ENSG00000053900	ENSG00000053900
ENSG00000138698	ENSG00000138698
ENSG00000164109	ENSG00000164109
ENSG00000061918	ENSG00000061918
ENSG00000061918	ENSG00000164116
ENSG00000064692	ENSG00000064692
ENSG00000113108	ENSG00000113108
ENSG00000124523	ENSG00000124523
ENSG00000198755	ENSG00000198755
ENSG00000124571	ENSG00000124571
ENSG00000013375	ENSG00000013375
ENSG00000002822	ENSG00000002822
ENSG00000127947	ENSG00000127947
ENSG00000196411	ENSG00000196411
ENSG00000196411	ENSG00000182580
ENSG00000196411	ENSG00000044524
ENSG00000196411	ENSG00000154928
ENSG00000196411	ENSG00000133216
ENSG00000174697	ENSG00000174697
ENSG00000006530	ENSG00000006530
ENSG00000104517	ENSG00000104517
ENSG00000104522	ENSG00000104522
ENSG00000120029	ENSG00000120029
ENSG00000023191	ENSG00000023191
ENSG00000110700	ENSG00000110700
ENSG00000052841	ENSG00000052841
ENSG00000011347	ENSG00000011347
ENSG00000011347	ENSG00000134207
ENSG00000123415	ENSG00000123415
ENSG00000037897	ENSG00000037897
ENSG00000139318	ENSG00000139318
ENSG00000139318	ENSG00000164086
ENSG00000139318	ENSG00000143507
ENSG00000139318	ENSG00000130829
ENSG00000135108	ENSG00000135108
ENSG00000132965	ENSG00000132965
ENSG00000165416	ENSG00000165416
ENSG00000185896	ENSG00000185896
ENSG00000183828	ENSG00000183828
ENSG00000137806	ENSG00000137806
ENSG00000138592	ENSG00000138592
ENSG00000138617	ENSG00000138617
ENSG00000140367	ENSG00000140367
ENSG00000140367	ENSG00000160714
ENSG00000103266	ENSG00000103266
ENSG00000103343	ENSG00000103343
ENSG00000103343	ENSG00000124092
ENSG00000103343	ENSG00000186660
ENSG00000103343	ENSG00000197062
ENSG00000103343	ENSG00000186812
ENSG00000103343	ENSG00000167840
ENSG00000103343	ENSG00000103199
ENSG00000103316	ENSG00000103316
ENSG00000169217	ENSG00000169217
ENSG00000087263	ENSG00000087263
ENSG00000038358	ENSG00000038358
ENSG00000186153	ENSG00000186153
ENSG00000005100	ENSG00000005100
ENSG00000108591	ENSG00000108591
ENSG00000108591	ENSG00000185721
ENSG00000108578	ENSG00000108578
ENSG00000186832	ENSG00000186832
ENSG00000186832	ENSG00000171401
ENSG00000186832	ENSG00000171346
ENSG00000186832	ENSG00000171345
ENSG00000186832	ENSG00000186847
ENSG00000186832	ENSG00000128422
ENSG00000186832	ENSG00000167916
ENSG00000186832	ENSG00000171446
ENSG00000186832	ENSG00000204897
ENSG00000186832	ENSG00000186393
ENSG00000186832	ENSG00000173908
ENSG00000186832	ENSG00000187242
ENSG00000186832	ENSG00000171431
ENSG00000186832	ENSG00000111057
ENSG00000186832	ENSG00000108244
ENSG00000186832	ENSG00000131738
ENSG00000186832	ENSG00000131737
ENSG00000186832	ENSG00000094796
ENSG00000186832	ENSG00000108417
ENSG00000186832	ENSG00000171360
ENSG00000186832	ENSG00000108759
ENSG00000186832	ENSG00000197079
ENSG00000186832	ENSG00000126337
ENSG00000186832	ENSG00000196859
ENSG00000186832	ENSG00000204889
ENSG00000186832	ENSG00000006059
ENSG00000186832	ENSG00000135480
ENSG00000186832	ENSG00000170421
ENSG00000186832	ENSG00000167767
ENSG00000186832	ENSG00000205426
ENSG00000186832	ENSG00000170442
ENSG00000186832	ENSG00000170523
ENSG00000186832	ENSG00000135443
ENSG00000186832	ENSG00000161849
ENSG00000186832	ENSG00000161850
ENSG00000186832	ENSG00000172867
ENSG00000186832	ENSG00000170454
ENSG00000186832	ENSG00000185479
ENSG00000186832	ENSG00000170465
ENSG00000186832	ENSG00000205420
ENSG00000186832	ENSG00000186081
ENSG00000186832	ENSG00000139648
ENSG00000186832	ENSG00000170484
ENSG00000186832	ENSG00000170486
ENSG00000186832	ENSG00000186049
ENSG00000186832	ENSG00000167768
ENSG00000186832	ENSG00000189182
ENSG00000186832	ENSG00000185069
